,model,dataset,dataset_type,experiment,iteration,experiment_method,data_quality_dimension,data_quality_dimension_percentage,loss,categorical_accuracy,categorical_crossentropy,top_3_accuracy,top_5_accuracy,precision,recall,auc,f1_score,effective_epochs,used_data_size,actual_data_percentage_used,original_data_size,data_type,num_classes,model_type,datapoint_w,datapoint_h,dimensions,emissions_kg,duration,n_parameters,project_id,ready
38,MLP,Adiac,time_series,e11,0,uniform,completeness,0.2,3.706134080886841,0.0179028138518333,3.706134080886841,0.0716112554073333,0.115089513361454,0.0,0.0,0.4871882796287536,0.0179028138518333,627,69,0.1769230769230769,390,Image,37,SIMPLE_MLP,176,1,1,0.0002610738454714,54.867262840271,608037,b65bdd7d-577a-4a6f-ae11-745c09ef9836,True
39,FCN,Adiac,time_series,e11,1,uniform,completeness,1.0,0.5891474485397339,0.8235294222831726,0.5891474485397339,0.9514066576957704,0.9846547245979308,0.8567567467689514,0.810741662979126,0.9830551743507384,0.8235294222831726,1000,390,1.0,390,Image,37,SIMPLE_CNN,176,1,1,0.0015151448856163,263.4282171726227,270501,310c0b83-1ede-4697-8514-2b75790eec93,True
40,FCN,Adiac,time_series,e11,1,uniform,completeness,0.9,0.6548608541488647,0.8005114793777466,0.6548608541488647,0.95652174949646,0.9795396327972412,0.840782105922699,0.7698209881782532,0.9836177825927734,0.8005115389823914,1000,348,0.8923076923076924,390,Image,37,SIMPLE_CNN,176,1,1,0.0011818284286848,191.82532811164856,270501,dffef0f5-7fb4-4d63-93d5-f6ccd5629334,True
41,FCN,Adiac,time_series,e11,1,uniform,completeness,0.8,0.7215674519538879,0.7953964471817017,0.7215674519538879,0.933503806591034,0.971867024898529,0.840782105922699,0.7698209881782532,0.9796602725982666,0.7953964471817017,1000,319,0.8179487179487179,390,Image,37,SIMPLE_CNN,176,1,1,0.0010546287359668,168.76195549964905,270501,cb127535-d174-4a20-bf27-35f68d8822b0,True
42,FCN,Adiac,time_series,e11,1,uniform,completeness,0.7,0.6472983360290527,0.8209718465805054,0.6472983360290527,0.9437339901924132,0.9693094491958618,0.8710601925849915,0.7774935960769653,0.9855536222457886,0.8209718465805054,1000,291,0.7461538461538462,390,Image,37,SIMPLE_CNN,176,1,1,0.0010130671450565,169.4808566570282,270501,e802c911-d465-4451-88cd-8e44ef3e903c,True
43,FCN,Adiac,time_series,e11,1,uniform,completeness,0.6,1.0277758836746216,0.6700767278671265,1.0277758836746216,0.8516623973846436,0.9386188983917236,0.8804780840873718,0.5652173757553101,0.9765158295631408,0.6700767278671265,749,233,0.5974358974358974,390,Image,37,SIMPLE_CNN,176,1,1,0.0006076267951184,109.39759731292725,270501,58b67418-1833-4673-8f0f-2ba1ca0bac63,True
44,FCN,Adiac,time_series,e11,1,uniform,completeness,0.5,0.9174737334251404,0.7800511717796326,0.9174737334251404,0.920716106891632,0.9539641737937928,0.8225352168083191,0.7468030452728271,0.9688957929611206,0.7800512313842773,1000,185,0.4743589743589743,390,Image,37,SIMPLE_CNN,176,1,1,0.0008013527113842,143.44207286834717,270501,e6074ad8-d728-4921-a652-75188f4d8657,True
45,FCN,Adiac,time_series,e11,1,uniform,completeness,0.4,0.8253861665725708,0.7672634124755859,0.8253861665725708,0.91304349899292,0.9514066576957704,0.8231884241104126,0.7263427376747131,0.9731391668319702,0.7672634124755859,1000,155,0.3974358974358974,390,Image,37,SIMPLE_CNN,176,1,1,0.0005976499286501,112.29060316085815,270501,bf19642e-a449-4997-85e3-0b065f160ac9,True
46,FCN,Adiac,time_series,e11,1,uniform,completeness,0.3,3.62050461769104,0.0255754478275775,3.62050461769104,0.1176470592617988,0.1355498731136322,0.0,0.0,0.4886898696422577,0.0255754478275775,242,109,0.2794871794871795,390,Image,37,SIMPLE_CNN,176,1,1,0.0001496064464292,29.026212453842163,270501,e3736383-4801-4809-9574-e6dc01573edf,True
47,FCN,Adiac,time_series,e11,1,uniform,completeness,0.2,3.610420227050781,0.020460357889533,3.610420227050781,0.0639386177062988,0.0946291536092758,0.0,0.0,0.4894583821296692,0.020460357889533,241,77,0.1974358974358974,390,Image,37,SIMPLE_CNN,176,1,1,0.0001384691219808,27.33361530303955,270501,0e7a9ccc-2203-4e0d-aad4-36cc661334fb,True
48,RESNET,Adiac,time_series,e11,1,uniform,completeness,0.9,0.6407662034034729,0.833759605884552,0.6407662034034729,0.9309462904930116,0.9616368412971495,0.8579088449478149,0.8184143304824829,0.9830443263053894,0.833759605884552,546,351,0.9,390,Image,37,RESNET,176,1,1,0.0006990090705458,111.4710578918457,511333,32ca72e7-979d-4b76-b55c-18e8163108a0,True
49,RESNET,Adiac,time_series,e11,1,uniform,completeness,0.8,1.0934051275253296,0.710997462272644,1.0934051275253296,0.8644501566886902,0.9181585907936096,0.7894737124443054,0.6905370950698853,0.9633880257606506,0.7109974026679993,501,289,0.7410256410256411,390,Image,37,RESNET,176,1,1,0.0006631384172309,105.5581512451172,511333,99c2b8fd-ecc4-45f3-b800-a1007fb129ae,True
50,RESNET,Adiac,time_series,e11,1,uniform,completeness,0.6,0.882137656211853,0.7851662635803223,0.882137656211853,0.91304349899292,0.9590792655944824,0.8179348111152649,0.7698209881782532,0.9687837958335876,0.7851662635803223,552,240,0.6153846153846154,390,Image,37,RESNET,176,1,1,0.0005799926177004,87.94237637519836,511333,89877a13-a56b-4e2b-83e5-234022b4c88e,True
51,RESNET,Adiac,time_series,e11,1,uniform,completeness,0.5,1.0810186862945557,0.7340153455734253,1.0810186862945557,0.8746802806854248,0.9156010150909424,0.7988338470458984,0.7007672786712646,0.9587698578834534,0.7340153455734253,478,196,0.5025641025641026,390,Image,37,RESNET,176,1,1,0.0006238056349082,94.11119961738586,511333,c0139600-d909-43eb-9b1c-d4b649de2a93,True
52,RESNET,Adiac,time_series,e11,1,uniform,completeness,0.3,1.9881622791290283,0.4833759665489197,1.9881622791290283,0.6547314524650574,0.7979539632797241,0.7105262875556946,0.3452685475349426,0.9271888136863708,0.4833759665489197,266,115,0.2948717948717949,390,Image,37,RESNET,176,1,1,0.0002896636062749,53.459118604660034,511333,0fbfb693-0cc3-44b1-b2a6-c1a525ef2646,True
53,RESNET,Adiac,time_series,e11,1,uniform,completeness,0.2,2.035923480987549,0.6521739363670349,2.035923480987549,0.790281355381012,0.833759605884552,0.7459283471107483,0.5856777429580688,0.9109272956848145,0.6521739363670349,357,80,0.2051282051282051,390,Image,37,RESNET,176,1,1,0.0002960590218686,46.87466764450073,511333,c0952622-ede3-43bc-a807-9a10d7b5490c,True
54,MLP,Adiac,time_series,e11,1,uniform,completeness,1.0,3.2723729610443115,0.138107419013977,3.2723729610443115,0.2813299298286438,0.3529411852359772,1.0,0.0434782616794109,0.6772365570068359,0.138107419013977,2000,390,1.0,390,Image,37,SIMPLE_MLP,176,1,1,0.0013460627680259,279.8559021949768,608037,f39d0f09-35fe-4fd3-a477-72a9b534be5d,True
55,MLP,Adiac,time_series,e11,1,uniform,completeness,0.9,3.2710628509521484,0.1406649649143219,3.2710628509521484,0.2787723839282989,0.3580562770366668,1.0,0.0358056277036666,0.6804393529891968,0.1406649649143219,2000,356,0.9128205128205128,390,Image,37,SIMPLE_MLP,176,1,1,0.0012764813488465,262.9111912250519,608037,9a9d12f8-ba1e-4ad9-9cf1-0762927476ab,True
56,MLP,Adiac,time_series,e11,1,uniform,completeness,0.8,3.324838876724243,0.1048593372106552,3.324838876724243,0.2097186744213104,0.2915601134300232,0.9166666865348816,0.0281329918652772,0.6526838541030884,0.1048593372106552,2000,320,0.8205128205128205,390,Image,37,SIMPLE_MLP,176,1,1,0.0012692893788951,262.93569898605347,608037,1f4fe1ed-e14e-4674-85e8-2c8f20a6ca90,True
57,MLP,Adiac,time_series,e11,1,uniform,completeness,0.7,3.310081958770752,0.1432225108146667,3.310081958770752,0.2455243021249771,0.3503836393356323,1.0,0.0332480818033218,0.6553975939750671,0.1432225108146667,2000,281,0.7205128205128205,390,Image,37,SIMPLE_MLP,176,1,1,0.0012667139903952,262.93751525878906,608037,aff58ca4-e4fe-4dbd-8fec-56a606f17ef2,True
58,MLP,Adiac,time_series,e11,1,uniform,completeness,0.6,3.321998119354248,0.0997442454099655,3.321998119354248,0.1867007613182068,0.304347813129425,1.0,0.020460357889533,0.6654635071754456,0.0997442528605461,2000,243,0.6230769230769231,390,Image,37,SIMPLE_MLP,176,1,1,0.0009580506389506,198.8839275836945,608037,fcfe020c-ffe7-4d8f-84e9-873bb50594d4,True
59,MLP,Adiac,time_series,e11,1,uniform,completeness,0.5,3.4237172603607178,0.1125319674611091,3.4237172603607178,0.199488490819931,0.2506393790245056,1.0,0.020460357889533,0.6193497776985168,0.1125319674611091,2000,210,0.5384615384615384,390,Image,37,SIMPLE_MLP,176,1,1,0.0009668178973625,202.94372630119324,608037,24bda2f5-3797-4b9f-92e2-b1520af53f51,True
60,MLP,Adiac,time_series,e11,1,uniform,completeness,0.4,3.582689046859741,0.0741688013076782,3.582689046859741,0.1253196895122528,0.1943733990192413,0.0,0.0,0.5445848107337952,0.0741688013076782,2000,152,0.3897435897435897,390,Image,37,SIMPLE_MLP,176,1,1,0.0009635934528951,202.94246983528137,608037,0b317af4-be9f-4a4e-9fc1-4020b959b941,True
61,MLP,Adiac,time_series,e11,1,uniform,completeness,0.3,3.673941135406494,0.0255754478275775,3.673941135406494,0.1125319674611091,0.1636828631162643,0.0,0.0,0.4802125692367553,0.0255754478275775,766,120,0.3076923076923077,390,Image,37,SIMPLE_MLP,176,1,1,0.0002514022514895,52.58464574813843,608037,d6b2b42e-0ebc-4df9-808c-dd201c9a3e84,True
62,MLP,Adiac,time_series,e11,1,uniform,completeness,0.2,3.9272167682647705,0.1125319674611091,3.9272167682647705,0.1790281385183334,0.2020460367202758,0.0,0.0,0.5258839726448059,0.1125319674611091,2000,78,0.2,390,Image,37,SIMPLE_MLP,176,1,1,0.0009637792203107,202.9167742729187,608037,e045dc67-8fe2-41d9-8d1d-452819bac44d,True
63,FCN,Adiac,time_series,e11,2,uniform,completeness,1.0,0.5032227635383606,0.8439897894859314,0.5032227635383606,0.971867024898529,0.9897698163986206,0.8783783912658691,0.8312020301818848,0.9898188710212708,0.8439897894859314,1000,390,1.0,390,Image,37,SIMPLE_CNN,176,1,1,0.0015250522731746,263.8358464241028,270501,e6ec8b83-4c59-4a11-a841-322cb42597c4,True
64,FCN,Adiac,time_series,e11,2,uniform,completeness,0.9,0.5707764625549316,0.8184143304824829,0.5707764625549316,0.9667519330978394,0.9846547245979308,0.8796561360359192,0.7851662635803223,0.9867069721221924,0.8184143304824829,1000,357,0.9153846153846154,390,Image,37,SIMPLE_CNN,176,1,1,0.0011769695506304,203.44903922080996,270501,94220ed4-5e88-4788-adab-14a33b5523e9,True
65,FCN,Adiac,time_series,e11,2,uniform,completeness,0.8,0.6527962684631348,0.8081841468811035,0.6527962684631348,0.9411764740943908,0.9667519330978394,0.8666666746139526,0.7647058963775635,0.981838583946228,0.8081842064857483,1000,305,0.782051282051282,390,Image,37,SIMPLE_CNN,176,1,1,0.0010393429394502,169.39321208000183,270501,f2fced21-04e8-4074-bae5-7eadb63e1809,True
66,FCN,Adiac,time_series,e11,2,uniform,completeness,0.7,0.6485023498535156,0.8209718465805054,0.6485023498535156,0.95652174949646,0.9744245409965516,0.875,0.7340153455734253,0.9862878322601318,0.8209718465805054,759,272,0.6974358974358974,390,Image,37,SIMPLE_CNN,176,1,1,0.0007553066691816,120.24097514152528,270501,bd1b55c0-2802-4247-ba7d-dcfd9b575783,True
67,FCN,Adiac,time_series,e11,2,uniform,completeness,0.6,0.9244741201400756,0.7800511717796326,0.9244741201400756,0.9079284071922302,0.9514066576957704,0.8243626356124878,0.7442455291748047,0.9687877893447876,0.7800512313842773,1000,225,0.5769230769230769,390,Image,37,SIMPLE_CNN,176,1,1,0.0008338322179504,143.4490611553192,270501,c5d37e15-1baa-4132-9b7b-20a0910fb14b,True
68,FCN,Adiac,time_series,e11,2,uniform,completeness,0.5,0.5959008932113647,0.8209718465805054,0.5959008932113647,0.95652174949646,0.9820972084999084,0.8698061108589172,0.8030690550804138,0.98622864484787,0.8209718465805054,1000,196,0.5025641025641026,390,Image,37,SIMPLE_CNN,176,1,1,0.0008363936444521,143.32219171524048,270501,283ea99e-ed4a-419b-8069-3854a1049ba7,True
69,FCN,Adiac,time_series,e11,2,uniform,completeness,0.4,1.5646439790725708,0.6828644275665283,1.5646439790725708,0.8670076727867126,0.9104859232902528,0.8064516186714172,0.5754475593566895,0.9554803371429444,0.6828644275665283,562,160,0.4102564102564102,390,Image,37,SIMPLE_CNN,176,1,1,0.0003301483662573,49.80967116355896,270501,1983ea6f-44bc-4587-b748-bcf4b4a91195,True
